team,fullName,birthDate,currentAge,birthCity,birthCountry,nationality,height,weight,active,captain,alternateCaptain,rookie,shootsCatches,rosterStatus,primaryNumber,position,timeOnIce,assists,goals,pim,shots,games,hits,powerPlayGoals,powerPlayPoints,powerPlayTimeOnIce,evenTimeOnIce,penaltyMinutes,faceOffPct,shotPct,gameWinningGoals,overTimeGoals,shortHandedGoals,shortHandedPoints,shortHandedTimeOnIce,blocked,plusMinus,points,shifts,timeOnIcePerGame,evenTimeOnIcePerGame,shortHandedTimeOnIcePerGame,powerPlayTimeOnIcePerGame,PTS/60
PIT,Jason Zucker,1992-01-16,30,Newport Beach,USA,USA,"5' 11""",192,True,False,False,False,L,Y,16,LW,46:22,2,1,0,9,3,8,0,1,06:22,40:00,0,0.0,11.1,0,0,0,0,00:00,2,4,3,60,15:27,13:20,00:00,02:07,3.8834951456310685
PIT,Bryan Rust,1992-05-11,30,Pontiac,USA,USA,"5' 11""",192,True,False,False,False,R,Y,17,RW,49:20,3,2,0,11,3,4,1,2,12:46,35:53,0,0.0,18.2,0,0,0,0,00:41,1,3,5,61,16:26,11:57,00:13,04:15,6.085192697768764
PIT,Josh Archibald,1992-10-06,30,Regina,CAN,CAN,"5' 10""",176,True,False,False,False,R,Y,15,RW,30:05,0,0,0,6,3,13,0,0,00:00,24:10,0,0.0,0.0,0,0,0,0,05:55,1,0,0,45,10:01,08:03,01:58,00:00,0.0
PIT,Rickard Rakell,1993-05-05,29,Sundbyberg,SWE,SWE,"6' 1""",195,True,False,False,False,R,Y,67,RW,53:06,0,1,0,12,3,3,0,0,06:47,46:19,0,100.0,8.3,0,0,0,0,00:00,4,4,1,68,17:42,15:26,00:00,02:15,1.129943502824859
PIT,Teddy Blueger,1994-08-15,28,Riga,LVA,LVA,"6' 0""",185,True,False,False,False,L,Y,53,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIT,Brock McGinn,1994-02-02,28,Fergus,CAN,CAN,"6' 0""",187,True,False,False,False,L,Y,23,LW,35:56,0,0,0,1,3,6,0,0,00:09,26:30,0,0.0,0.0,0,0,0,0,09:17,0,0,0,54,11:58,08:50,03:05,00:03,0.0
PIT,Chad Ruhwedel,1990-05-07,32,San Diego,USA,USA,"5' 11""",191,True,False,False,False,R,Y,2,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIT,Jake Guentzel,1994-10-06,28,Omaha,USA,USA,"5' 11""",180,True,False,False,False,L,Y,59,LW,55:57,2,2,0,15,3,3,1,1,12:42,43:10,0,60.0,13.3,2,0,0,0,00:05,0,2,4,72,18:39,14:23,00:01,04:14,4.289544235924934
PIT,Kasperi Kapanen,1996-07-23,26,Kuopio,FIN,FIN,"6' 1""",194,True,False,False,False,R,Y,42,RW,41:18,1,1,0,3,3,3,0,0,00:00,33:57,0,100.0,33.3,0,0,0,0,07:21,0,1,2,63,13:46,11:19,02:27,00:00,2.905569007263922
PIT,Marcus Pettersson,1996-05-08,26,Skellefteå,SWE,SWE,"6' 3""",177,True,False,False,False,L,Y,28,D,56:29,2,0,4,4,3,12,0,0,00:00,49:45,4,0.0,0.0,0,0,0,0,06:44,3,1,2,68,18:49,16:35,02:14,00:00,2.1257750221434897
PIT,Danton Heinen,1995-07-05,27,Langley,CAN,CAN,"6' 1""",188,True,False,False,False,L,Y,43,LW,41:28,2,1,0,9,3,1,1,1,07:00,34:28,0,50.0,11.1,0,0,0,0,00:00,0,2,3,57,13:49,11:29,00:00,02:20,4.342581423401688
PIT,Pierre-Olivier Joseph,1999-07-01,23,Laval,CAN,CAN,"6' 2""",185,True,False,False,True,L,Y,73,D,43:43,2,0,2,4,3,6,0,0,01:03,42:40,2,0.0,0.0,0,0,0,0,00:00,2,2,2,61,14:34,14:13,00:00,00:21,2.745995423340961
PIT,Ryan Poehling,1999-01-03,23,Lakeville,USA,USA,"6' 2""",196,True,False,False,False,L,Y,25,C,35:49,0,0,0,3,3,2,0,0,00:15,26:38,0,51.35,0.0,0,0,0,0,08:56,2,0,0,57,11:56,08:52,02:58,00:05,0.0
PIT,Jan Rutta,1990-07-29,32,Pisek,CZE,CZE,"6' 3""",204,True,False,False,False,R,Y,44,D,48:28,0,0,2,2,3,2,0,0,00:09,37:46,2,0.0,0.0,0,0,0,0,10:33,2,3,0,67,16:09,12:35,03:31,00:03,0.0
BOS,Brandon Carlo,1996-11-26,25,Colorado Springs,USA,USA,"6' 6""",218,True,False,False,False,R,I,25,D,25:30,0,0,4,2,2,6,0,0,00:00,23:20,4,0.0,0.0,0,0,0,0,02:10,3,1,0,37,12:45,11:40,01:05,00:00,0.0
BOS,Charlie McAvoy,1997-12-21,24,Long Beach,USA,USA,"6' 1""",209,True,False,False,False,R,Y,73,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOS,Patrice Bergeron,1985-07-24,37,L'Ancienne-Lorette,CAN,CAN,"6' 1""",196,True,True,False,False,R,Y,37,C,55:49,1,2,0,8,3,5,1,1,10:27,38:26,0,64.0,25.0,0,0,0,0,06:56,5,5,3,80,18:36,12:48,02:18,03:29,3.225806451612903
BOS,David Krejci,1986-04-28,36,Sternberk,CZE,CZE,"6' 0""",192,True,False,True,False,R,Y,46,C,50:29,3,1,0,3,3,2,0,1,10:05,39:47,0,50.0,33.3,0,0,0,0,00:37,4,-1,4,60,16:49,13:15,00:12,03:21,4.757185332011893
BOS,Anton Stralman,1986-08-01,36,Tibro,SWE,SWE,"5' 11""",193,True,False,False,False,R,Y,86,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOS,Nick Foligno,1987-10-31,34,Buffalo,USA,USA,"6' 0""",210,True,False,False,False,L,Y,17,LW,37:09,1,1,2,5,3,4,0,1,04:17,30:22,2,100.0,20.0,0,0,0,0,02:30,1,-1,2,50,12:23,10:07,00:50,01:25,3.2301480484522207
BOS,Craig Smith,1989-09-05,33,Madison,USA,USA,"6' 0""",204,True,False,False,False,R,Y,12,C,33:29,1,0,0,2,3,5,0,1,02:57,30:32,0,0.0,0.0,0,0,0,0,00:00,1,-1,1,50,11:09,10:10,00:00,00:59,1.7937219730941703
BOS,Charlie Coyle,1992-03-02,30,East Weymouth,USA,USA,"6' 3""",223,True,False,False,False,R,Y,13,C,51:49,1,1,2,2,3,4,0,0,04:54,37:13,2,56.25,50.0,0,0,0,0,09:42,4,3,2,73,17:16,12:24,03:14,01:38,2.3166023166023164
BOS,Derek Forbort,1992-03-04,30,Duluth,USA,USA,"6' 4""",208,True,False,False,False,L,Y,28,D,65:46,0,1,2,3,3,7,0,0,00:32,53:11,2,0.0,33.3,1,0,0,0,12:03,10,6,1,87,21:55,17:43,04:01,00:10,0.9125475285171103
BOS,Taylor Hall,1991-11-14,30,Calgary,CAN,CAN,"6' 1""",210,True,False,False,False,L,Y,71,LW,50:58,0,1,6,8,3,0,0,0,09:39,41:19,6,0.0,12.5,1,0,0,0,00:00,1,1,1,64,16:59,13:46,00:00,03:13,1.1776251226692835
BOS,Mike Reilly,1993-07-13,29,Chicago,USA,USA,"6' 1""",196,True,False,False,False,L,Y,6,D,54:09,1,0,0,3,3,5,0,0,04:42,48:56,0,0.0,0.0,0,0,0,0,00:31,5,1,1,75,18:03,16:18,00:10,01:34,1.1080332409972298
BOS,Hampus Lindholm,1994-01-20,28,Helsingborg,SWE,SWE,"6' 4""",215,True,False,False,False,L,Y,27,D,72:25,1,1,4,4,3,2,0,0,10:51,54:23,4,0.0,25.0,0,0,0,0,07:11,4,4,2,85,24:08,18:07,02:23,03:37,1.6574585635359116
BOS,Matt Grzelcyk,1994-01-05,28,Charlestown,USA,USA,"5' 10""",176,True,False,False,False,L,Y,48,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOS,Connor Clifton,1995-04-28,27,Long Branch,USA,USA,"5' 11""",190,True,False,False,False,R,Y,75,D,71:42,4,0,0,7,3,9,0,0,00:32,59:34,0,0.0,0.0,0,0,0,0,11:36,6,5,4,90,23:54,19:51,03:52,00:10,3.3472803347280338
BOS,Tomas Nosek,1992-09-01,30,Pardubice,CZE,CZE,"6' 3""",205,True,False,False,False,L,Y,92,LW,43:25,0,0,4,2,3,6,0,0,00:13,33:08,4,63.64,0.0,0,0,0,0,10:04,0,1,0,62,14:28,11:02,03:21,00:04,0.0
BOS,David Pastrnak,1996-05-25,26,Havirov,CZE,CZE,"6' 1""",195,True,False,False,False,R,Y,88,RW,57:57,3,2,2,19,3,0,0,1,11:41,46:11,2,33.33,10.5,0,0,0,0,00:05,0,1,5,70,19:19,15:23,00:01,03:53,5.176876617773942
BOS,Pavel Zacha,1997-04-06,25,Brno,CZE,CZE,"6' 4""",199,True,False,False,False,L,Y,18,C,43:52,2,1,0,9,3,1,1,1,05:10,34:40,0,80.0,11.1,0,0,0,0,04:02,1,-1,3,64,14:37,11:33,01:20,01:43,4.104903078677309
BOS,Jakub Zboril,1997-02-21,25,Brno,CZE,CZE,"6' 1""",201,True,False,False,False,L,Y,67,D,45:17,0,0,0,3,3,1,0,0,00:00,37:01,0,0.0,0.0,0,0,0,0,08:16,3,1,0,67,15:05,12:20,02:45,00:00,0.0
BOS,A.J. Greer,1996-12-14,25,Joliette,CAN,CAN,"6' 3""",208,True,False,False,False,L,Y,10,LW,31:47,2,2,2,7,3,12,0,0,00:00,31:47,2,0.0,28.6,0,0,0,0,00:00,2,5,4,51,10:35,10:35,00:00,00:00,7.559055118110236
BOS,Jake DeBrusk,1996-10-17,26,Edmonton,CAN,CAN,"6' 0""",197,True,False,False,False,L,Y,74,LW,29:28,1,2,0,8,2,3,0,0,02:37,22:41,0,100.0,25.0,0,0,0,0,04:10,1,4,3,42,14:44,11:20,02:05,01:18,6.108597285067873
BOS,Trent Frederic,1998-02-11,24,St. Louis,USA,USA,"6' 3""",214,True,False,False,False,L,Y,11,C,22:30,1,1,5,4,2,2,0,0,00:00,21:29,5,0.0,25.0,1,0,0,0,01:01,2,4,2,35,11:15,10:44,00:30,00:00,5.333333333333334
BOS,Jack Studnicka,1999-02-18,23,Windsor,CAN,CAN,"6' 1""",187,True,False,False,False,R,Y,23,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOS,Jakub Lauko,2000-03-28,22,Prague,CZE,CZE,"6' 0""",196,True,False,False,True,L,Y,94,C,23:16,0,0,0,3,2,3,0,0,00:13,19:36,0,0.0,0.0,0,0,0,0,03:27,0,0,0,38,11:38,09:48,01:43,00:06,0.0
BUF,Kyle Okposo,1988-04-16,34,St. Paul,USA,USA,"6' 0""",218,True,True,False,False,R,Y,21,RW,30:20,1,0,0,2,2,2,0,0,06:13,20:30,0,0.0,0.0,0,0,0,0,03:37,0,1,1,40,15:10,10:15,01:48,03:06,1.978021978021978
BUF,Riley Sheahan,1991-12-07,30,St. Catharines,CAN,CAN,"6' 2""",214,True,False,False,False,L,Y,8,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUF,Jeff Skinner,1992-05-16,30,Toronto,CAN,CAN,"5' 11""",197,True,False,False,False,L,Y,53,LW,33:25,0,0,0,7,2,0,0,0,06:51,26:23,0,60.0,0.0,0,0,0,0,00:11,0,0,0,42,16:42,13:11,00:05,03:25,0.0
BUF,Zemgus Girgensons,1994-01-05,28,Riga,LVA,LVA,"6' 2""",200,True,False,True,False,L,Y,28,LW,24:37,0,1,2,4,2,1,0,0,00:00,21:05,2,75.0,25.0,0,0,0,0,03:32,1,1,1,37,12:18,10:32,01:46,00:00,2.4390243902439024
BUF,Vinnie Hinostroza,1994-04-03,28,Chicago,USA,USA,"5' 10""",183,True,False,False,False,R,Y,29,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUF,Alex Tuch,1996-05-10,26,Syracuse,USA,USA,"6' 4""",219,True,False,False,False,R,Y,89,RW,38:00,1,1,0,6,2,1,0,0,06:44,25:03,0,0.0,16.7,0,0,0,0,06:13,1,3,2,46,19:00,12:31,03:06,03:22,3.1578947368421053
BUF,Victor Olofsson,1995-07-18,27,Ornskoldsvik,SWE,SWE,"5' 11""",181,True,False,False,False,L,Y,71,LW,30:46,0,2,0,7,2,0,0,0,07:04,23:40,0,0.0,28.6,0,0,0,0,00:02,0,2,2,42,15:23,11:50,00:01,03:32,3.9003250270855903
BUF,Rasmus Asplund,1997-12-03,24,Filipstad,SWE,SWE,"5' 11""",185,True,False,False,False,L,Y,74,C,27:09,0,0,0,2,2,1,0,0,00:00,22:40,0,33.33,0.0,0,0,0,0,04:29,0,2,0,37,13:34,11:20,02:14,00:00,0.0
BUF,Tage Thompson,1997-10-30,24,Phoenix,USA,USA,"6' 6""",220,True,False,False,False,R,Y,72,RW,35:50,0,0,0,4,2,0,0,0,06:38,26:13,0,43.48,0.0,0,0,0,0,02:59,1,0,0,46,17:55,13:06,01:29,03:19,0.0
BUF,Casey Fitzgerald,1997-02-25,25,North Reading,USA,USA,"5' 11""",188,True,False,False,False,R,Y,45,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BUF,Casey Mittelstadt,1998-11-22,23,Eden Prairie,USA,USA,"6' 1""",195,True,False,False,False,L,Y,37,C,37:50,0,0,2,6,2,0,0,0,07:08,25:22,2,58.06,0.0,0,0,0,0,05:20,1,2,0,48,18:55,12:41,02:40,03:34,0.0
BUF,Henri Jokiharju,1999-06-17,23,Oulu,FIN,FIN,"6' 0""",200,True,False,False,False,R,Y,10,D,40:19,1,0,2,1,2,1,0,0,00:01,34:43,2,0.0,0.0,0,0,0,0,05:35,4,4,1,57,20:09,17:21,02:47,00:00,1.488833746898263
BUF,Jacob Bryson,1997-11-18,24,London,CAN,CAN,"5' 9""",176,True,False,False,False,L,Y,78,D,25:20,0,0,2,0,2,0,0,0,00:02,20:59,2,0.0,0.0,0,0,0,0,04:19,3,-1,0,42,12:40,10:29,02:09,00:01,0.0
BUF,Mattias Samuelsson,2000-03-14,22,Philadelphia,USA,USA,"6' 4""",231,True,False,False,False,L,Y,23,D,39:36,0,0,2,4,2,0,0,0,00:00,31:21,2,0.0,0.0,0,0,0,0,08:15,5,-1,0,53,19:48,15:40,04:07,00:00,0.0
BUF,Rasmus Dahlin,2000-04-13,22,Lidkoping,SWE,SWE,"6' 3""",202,True,False,True,False,L,Y,26,D,50:05,1,2,2,8,2,2,0,0,08:47,36:43,2,0.0,25.0,1,0,0,0,04:35,3,3,3,65,25:02,18:21,02:17,04:23,3.595206391478029
BUF,Ilya Lyubushkin,1994-04-06,28,Moscow,RUS,RUS,"6' 2""",200,True,False,False,False,R,Y,46,D,26:59,1,0,6,1,2,7,0,0,00:00,22:22,6,0.0,0.0,0,0,0,0,04:37,3,1,1,47,13:29,11:11,02:18,00:00,2.224969097651422
BUF,Peyton Krebs,2001-01-26,21,Calgary,CAN,CAN,"6' 0""",187,True,False,False,False,L,Y,19,C,23:57,1,0,2,1,2,1,0,0,05:58,17:59,2,100.0,0.0,0,0,0,0,00:00,0,0,1,34,11:58,08:59,00:00,02:59,2.5069637883008355
BUF,Dylan Cozens,2001-02-09,21,Whitehorse,CAN,CAN,"6' 3""",195,True,False,False,False,R,Y,24,C,32:47,1,0,2,6,2,2,0,0,06:48,21:06,2,48.28,0.0,0,0,0,0,04:53,1,0,1,47,16:23,10:33,02:26,03:24,1.8311291963377416
BUF,Jack Quinn,2001-09-19,21,Ottawa,CAN,CAN,"6' 1""",185,True,False,False,True,R,Y,22,RW,20:58,0,0,0,0,2,3,0,0,00:51,19:04,0,100.0,0.0,0,0,0,0,01:03,0,1,0,28,10:29,09:32,00:31,00:25,0.0
BUF,JJ Peterka,2002-01-14,20,Munich,DEU,DEU,"6' 0""",189,True,False,False,True,L,Y,77,RW,22:09,1,1,2,4,2,0,0,0,00:00,22:09,2,0.0,25.0,0,0,0,0,00:00,0,0,2,35,11:04,11:04,00:00,00:00,5.421686746987952
BUF,Owen Power,2002-11-22,19,Mississauga,CAN,CAN,"6' 6""",218,True,False,False,True,L,Y,25,D,41:23,0,0,0,0,2,0,0,0,05:08,33:25,0,0.0,0.0,0,0,0,0,02:50,1,2,0,54,20:41,16:42,01:25,02:34,0.0
MTL,Joel Armia,1993-05-31,29,Pori,FIN,FIN,"6' 3""",216,True,False,False,False,R,I,40,RW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTL,Mike Matheson,1994-02-27,28,Pointe-Claire,CAN,CAN,"6' 2""",193,True,False,False,False,L,I,8,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTL,Evgenii Dadonov,1989-03-12,33,Chelyabinsk,RUS,RUS,"5' 11""",189,True,False,False,False,L,Y,63,RW,53:16,0,0,0,5,4,1,0,0,01:37,42:28,0,50.0,0.0,0,0,0,0,09:11,0,-3,0,76,13:19,10:37,02:17,00:24,0.0
MTL,Mike Hoffman,1989-11-24,32,Kitchener,CAN,CAN,"6' 0""",190,True,False,False,False,L,Y,68,LW,56:11,1,0,2,3,4,2,0,0,08:21,47:49,2,75.0,0.0,0,0,0,0,00:01,3,-1,1,71,14:02,11:57,00:00,02:05,1.0688836104513064
MTL,Chris Wideman,1990-01-07,32,St. Louis,USA,USA,"5' 10""",181,True,False,False,False,R,Y,6,D,66:51,0,0,2,6,4,0,0,0,13:32,53:15,2,0.0,0.0,0,0,0,0,00:04,4,-1,0,85,16:42,13:18,00:01,03:23,0.0
MTL,David Savard,1990-10-22,31,St-Hyacinthe,CAN,CAN,"6' 1""",235,True,False,False,False,R,Y,58,D,92:55,1,0,0,3,4,4,0,0,00:34,78:23,0,0.0,0.0,0,0,0,0,13:58,23,-3,1,107,23:13,19:35,03:29,00:08,0.6460875807609476
MTL,Brendan Gallagher,1992-05-06,30,Edmonton,CAN,CAN,"5' 9""",186,True,False,True,False,R,Y,11,RW,62:01,0,0,4,7,4,3,0,0,09:33,52:27,4,0.0,0.0,0,0,0,0,00:01,1,-3,0,70,15:30,13:06,00:00,02:23,0.0
MTL,Josh Anderson,1994-05-07,28,Burlington,CAN,CAN,"6' 3""",218,True,False,False,False,R,Y,17,RW,62:30,0,1,2,5,4,9,0,0,10:37,51:53,2,83.33,20.0,1,0,0,0,00:00,3,1,1,79,15:37,12:58,00:00,02:39,0.9605122732123799
MTL,Jonathan Drouin,1995-03-28,27,Ste-Agathe,CAN,CAN,"5' 11""",198,True,False,False,False,L,Y,27,LW,28:22,1,0,0,1,2,1,0,0,04:07,24:15,0,0.0,0.0,0,0,0,0,00:00,0,1,1,36,14:11,12:07,00:00,02:03,2.1151586368977675
MTL,Sean Monahan,1994-10-12,28,Brampton,CAN,CAN,"6' 2""",196,True,False,False,False,L,Y,91,C,74:51,1,1,2,12,4,2,0,1,14:51,54:35,2,63.46,8.3,0,0,0,0,05:25,0,0,2,93,18:42,13:38,01:21,03:42,1.6042780748663101
MTL,Christian Dvorak,1996-02-02,26,Palos,USA,USA,"6' 1""",193,True,False,False,False,L,Y,28,C,67:27,0,0,0,4,4,1,0,0,08:19,49:07,0,56.52,0.0,0,0,0,0,10:01,3,-3,0,85,16:51,12:16,02:30,02:04,0.0
MTL,Jake Evans,1996-06-02,26,Toronto,CAN,CAN,"6' 0""",186,True,False,False,False,R,Y,71,C,48:57,0,0,0,3,4,0,0,0,00:10,39:11,0,55.81,0.0,0,0,0,0,09:36,3,-1,0,71,12:14,09:47,02:24,00:02,0.0
MTL,Rem Pitlick,1997-04-02,25,Ottawa,CAN,CAN,"5' 11""",186,True,False,False,False,L,Y,32,C,24:18,0,0,2,0,2,0,0,0,01:30,17:51,2,20.0,0.0,0,0,0,0,04:57,1,-1,0,30,12:09,08:55,02:28,00:45,0.0
MTL,Michael Pezzetta,1998-03-13,24,Toronto,CAN,CAN,"6' 1""",210,True,False,False,False,L,Y,55,LW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTL,Nick Suzuki,1999-08-10,23,London,CAN,CAN,"5' 11""",208,True,True,False,False,R,Y,14,C,83:55,3,2,2,13,4,5,0,1,15:49,64:01,2,54.17,15.4,0,0,0,0,04:05,5,1,5,97,20:58,16:00,01:01,03:57,3.5771065182829895
MTL,Johnathan Kovacevic,1997-07-12,25,Hamilton,CAN,CAN,"6' 4""",208,True,False,False,True,R,Y,26,D,72:00,0,0,0,6,4,10,0,0,00:00,63:05,0,0.0,0.0,0,0,0,0,08:55,2,-1,0,93,18:00,15:46,02:13,00:00,0.0
MTL,Jordan Harris,2000-07-07,22,Haverhill,USA,USA,"5' 11""",189,True,False,False,True,L,Y,54,D,77:29,1,0,2,12,4,4,0,0,00:12,69:20,2,0.0,0.0,0,0,0,0,07:57,9,2,1,93,19:22,17:20,01:59,00:03,0.774526678141136
MTL,Corey Schueneman,1995-09-02,27,Milford,USA,USA,"5' 11""",197,True,False,False,False,L,Y,64,D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MTL,Kirby Dach,2001-01-21,21,Fort Saskatchewan,CAN,CAN,"6' 4""",212,True,False,False,False,R,Y,77,C,62:12,1,1,2,7,4,2,1,1,09:54,52:08,2,27.78,14.3,1,1,0,0,00:10,1,0,2,79,15:33,13:02,00:02,02:28,1.9292604501607715
MTL,Cole Caufield,2001-01-02,21,Mosinee,USA,USA,"5' 7""",174,True,False,False,False,R,Y,22,RW,73:23,1,3,0,16,4,3,0,0,15:06,58:17,0,0.0,18.8,0,0,0,0,00:00,1,-1,4,89,18:20,14:34,00:00,03:46,3.272727272727273
MTL,Kaiden Guhle,2002-01-18,20,Edmonton,CAN,CAN,"6' 2""",205,True,False,False,True,L,Y,21,D,83:55,2,0,5,4,4,12,0,0,03:44,68:48,5,0.0,0.0,0,0,0,0,11:23,7,-2,2,107,20:58,17:12,02:50,00:56,1.4308426073131957
MTL,Arber Xhekaj,2001-01-30,21,Hamilton,CAN,CAN,"6' 4""",238,True,False,False,True,L,Y,72,D,57:53,1,0,8,5,4,16,0,0,00:06,56:35,8,0.0,0.0,0,0,0,0,01:12,8,0,1,81,14:28,14:08,00:18,00:01,1.0368663594470047
MTL,Juraj Slafkovsky,2004-03-30,18,Kosice,SVK,SVK,"6' 3""",238,True,False,False,True,L,Y,20,LW,42:44,0,0,0,1,4,8,0,0,00:00,42:44,0,0.0,0.0,0,0,0,0,00:00,1,-1,0,56,10:41,10:41,00:00,00:00,0.0
OTT,Claude Giroux,1988-01-12,34,Hearst,CAN,CAN,"5' 11""",185,True,False,False,False,R,Y,28,RW,33:40,1,1,0,6,2,2,0,1,05:19,28:21,0,53.85,16.7,0,0,0,0,00:00,4,-1,2,43,16:50,14:10,00:00,02:39,3.5643564356435644
OTT,Nick Holden,1987-05-15,35,St. Albert,CAN,CAN,"6' 4""",214,True,False,False,False,L,Y,5,D,13:50,0,0,0,1,1,0,0,0,00:00,09:58,0,0.0,0.0,0,0,0,0,03:52,1,0,0,21,13:50,09:58,03:52,00:00,0.0
OTT,Travis Hamonic,1990-08-16,32,St. Malo,CAN,CAN,"6' 2""",205,True,False,False,False,R,Y,23,D,40:00,0,0,0,5,2,5,0,0,00:10,33:52,0,0.0,0.0,0,0,0,0,05:58,2,-1,0,54,20:00,16:56,02:59,00:05,0.0
OTT,Austin Watson,1992-01-13,30,Ann Arbor,USA,USA,"6' 4""",204,True,False,False,False,R,Y,16,LW,18:18,0,0,0,3,2,5,0,0,00:00,14:46,0,0.0,0.0,0,0,0,0,03:32,0,0,0,32,09:09,07:23,01:46,00:00,0.0
OTT,Tyler Motte,1995-03-10,27,St. Clair,USA,USA,"5' 10""",192,True,False,False,False,L,Y,14,LW,32:06,0,0,0,5,2,6,0,0,03:26,23:31,0,25.0,0.0,0,0,0,0,05:09,5,-1,0,47,16:03,11:45,02:34,01:43,0.0
OTT,Thomas Chabot,1997-01-30,25,Sainte-Marie,CAN,CAN,"6' 2""",196,True,False,False,False,L,Y,72,D,51:15,1,0,4,6,2,3,0,0,05:24,45:50,4,0.0,0.0,0,0,0,0,00:01,6,-3,1,57,25:37,22:55,00:00,02:42,1.1711125569290828
OTT,Mathieu Joseph,1997-02-09,25,Laval,CAN,CAN,"6' 1""",190,True,False,False,False,L,Y,21,RW,27:12,0,0,2,1,2,6,0,0,00:07,23:49,2,0.0,0.0,0,0,0,0,03:16,1,-1,0,41,13:36,11:54,01:38,00:03,0.0
OTT,Alex DeBrincat,1997-12-18,24,Farmington Hills,USA,USA,"5' 7""",165,True,False,False,False,R,Y,12,RW,36:16,1,0,2,9,2,5,0,0,05:22,30:54,2,0.0,0.0,0,0,0,0,00:00,0,-1,1,44,18:08,15:27,00:00,02:41,1.6544117647058822
OTT,Nikita Zaitsev,1991-10-29,30,Moscow,RUS,RUS,"6' 2""",195,True,False,False,False,R,Y,22,D,12:12,0,0,0,0,1,6,0,0,00:00,10:49,0,0.0,0.0,0,0,0,0,01:23,0,0,0,19,12:12,10:49,01:23,00:00,0.0
OTT,Dylan Gambrell,1996-08-26,26,Bonney Lake,USA,USA,"6' 0""",185,True,False,False,False,R,Y,27,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTT,Josh Norris,1999-05-05,23,Oxford,USA,USA,"6' 1""",199,True,False,False,False,L,Y,9,C,37:56,0,0,0,2,2,3,0,0,05:10,28:15,0,50.0,0.0,0,0,0,0,04:31,2,-2,0,56,18:58,14:07,02:15,02:35,0.0
OTT,Erik Brannstrom,1999-09-02,23,Eksjo,SWE,SWE,"5' 10""",185,True,False,False,False,L,Y,26,D,33:58,1,0,0,3,2,0,0,0,00:00,29:06,0,0.0,0.0,0,0,0,0,04:52,2,-1,1,46,16:59,14:33,02:26,00:00,1.7664376840039253
OTT,Drake Batherson,1998-04-27,24,Fort Wayne,USA,USA,"6' 3""",204,True,False,False,False,R,Y,19,RW,38:44,1,0,0,3,2,3,0,0,05:58,32:46,0,0.0,0.0,0,0,0,0,00:00,0,-2,1,47,19:22,16:23,00:00,02:59,1.549053356282272
OTT,Parker Kelly,1999-05-14,23,Camrose,CAN,CAN,"6' 0""",188,True,False,False,False,L,Y,45,LW,15:27,0,0,2,1,2,4,0,0,00:00,13:14,2,0.0,0.0,0,0,0,0,02:13,0,0,0,28,07:43,06:37,01:06,00:00,0.0
OTT,Brady Tkachuk,1999-09-16,23,Scottsdale,USA,USA,"6' 4""",211,True,False,False,False,L,Y,7,LW,35:55,0,1,0,7,2,7,0,0,05:02,30:42,0,56.25,14.3,0,0,0,0,00:11,0,-2,1,48,17:57,15:21,00:05,02:31,1.6713091922005572
OTT,Shane Pinto,2000-11-12,21,Franklin Square,USA,USA,"6' 2""",192,True,False,False,True,R,Y,57,C,28:40,0,1,0,5,2,3,1,1,03:55,24:24,0,47.06,20.0,0,0,0,0,00:21,0,-4,1,41,14:20,12:12,00:10,01:57,2.0930232558139537
OTT,Jake Sanderson,2002-07-08,20,Whitefish,USA,USA,"6' 2""",185,True,False,False,True,L,Y,85,D,43:01,1,0,0,2,2,5,0,1,03:46,33:37,0,0.0,0.0,0,0,0,0,05:38,2,-1,1,58,21:30,16:48,02:49,01:53,1.3953488372093024
